growth_rate,referral_ratio,payout_dependency,centralization_index,avg_holding_time,reinvestment_rate,gini_coefficient,transaction_entropy,structural_depth,is_borderline,label
0.0,0.10170343900185641,0.5369338348784991,0.5391624174684242,27.527768046596286,0.6838162063098234,0.5237503109503522,2.3512485586385177,3.0,False,0
0.14885675762431633,0.6808910703929734,0.8168884995279575,0.6159209973189333,42.744952525609655,0.7299362588981986,0.5274043106315416,2.832150997713694,11.0,False,1
0.10431044129209444,0.20652159238169251,0.756182161546123,0.23345709902171083,76.14331452667557,0.20855783094584235,0.5783901180992506,2.1968742573214595,13.0,True,0
0.4499020474303217,0.6238326205968281,1.603167574228708,0.6389725785228519,36.81860837085546,0.9351378235243617,0.7158092574577462,2.1106246510083975,10.0,False,1
0.2486742204545958,0.4734823439965922,1.50389369039693,0.8150465909418062,12.379937835876976,0.5840997858829103,0.7946558656645768,2.695781242014205,6.0,False,1
0.0,0.2647517047900025,0.3186501994505324,0.52504255150765,27.82788261668101,0.7219666544164586,0.34986372284206374,2.943914983488615,3.0,False,0
0.16457376705908688,0.1983977913280463,0.6296013080701357,0.4481142088547023,48.71675529883241,0.29878132173651606,0.3768705338873255,3.805944636723223,3.0,False,0
0.0,0.2115471525381458,0.6616455222143904,0.2875972191548868,81.43794494684961,0.6084508002194188,0.12372408028756016,3.7510559258398195,10.0,False,0
0.07879381095586976,0.17878830511717242,0.6057979303754333,0.2291543527850844,82.68637440830891,0.8718650397805479,0.2626896307011137,4.121655318016883,2.0,False,0
0.0476971238068223,0.32201527871723035,1.1348972199181886,0.27956074295185707,87.30975725273666,0.4135537370572597,0.28264026117570373,2.925969147098772,2.0,False,0
0.5610206195215436,0.5574305762801081,0.9234929109889812,0.7391507389208067,28.528904303385534,0.5640701318416662,0.7094609082663372,3.53808441060599,9.0,False,1
0.20928396615471323,0.5679671744285374,0.8296561419730261,0.7346201249021265,49.30569580285278,0.5161786912890509,0.641835380880758,0.9957802639338258,14.0,True,1
0.29697820190587065,0.34006668078332103,0.6394246443508473,0.5546121384362284,66.09991930314605,0.6170320258410243,0.4146361626184959,2.597132264109354,7.0,True,0
0.15952994693842798,0.32571317620964424,0.5289938969825397,0.18263047739218755,49.55669057694281,0.40111548646434086,0.3477422675202106,2.816200531184158,7.0,False,0
0.6605486633801816,0.7803316154137278,1.752225559090311,0.58764721627126,18.522454780245972,0.7338972540333187,1.0,2.371896669864913,10.0,False,1
0.4805176421299863,0.5433400354049153,1.3062412575677476,0.5681727616337723,14.299750517004785,0.3771659283506132,0.6487898649901935,2.9439032684210265,14.0,False,1
0.0,0.4373496287990929,0.5366424546412092,0.5658061011809341,25.492742206032744,0.10594772219149293,0.5097315262093398,2.545910098481612,2.0,False,0
0.06314224525071058,0.295191385120221,0.7268210027846695,0.2372788268511826,25.313104558541063,0.5983245700829304,0.4130449099666191,3.58333206802107,9.0,False,0
0.023813950975630868,0.49126336860217196,0.6383002903342205,0.4088040049771359,70.08928666858009,0.501927044202642,0.36923089759375416,2.9346603604917543,7.0,False,0
